10233.41, 0.6
10274.18, 0.5
10312.21, 0.5
10399.40, 0.6
10523.57, 0.6
10561.25, 0.4
10570.19, 0.4
10596.86, 0.4
10629.98, 0.5
10632.56, 0.4
10682.14, 0.5
10752.34, 0.6
10830.24, 0.5
10895.31, 0.5
10972.35, 0.5
10985.88, 0.4
10992.08, 0.4
11209.51, 0.6
11363.22, 0.4
11764.21, 0.6
11767.54, 0.4
11853.55, 0.5
12169.47, 0.6
12189.47, 0.4
12221.63, 0.6
12416.16, 0.4
12480.44, 0.6
12616.42, 0.5
12623.29, 0.5
12655.52, 0.4
12662.90, 0.4
12687.44, 0.4
12730.41, 0.6
12786.51, 0.5
12795.15, 0.5
12905.51, 0.4
12999.67, 0.4
13126.70, 0.5
13297.68, 0.5
13318.36, 0.4
13443.38, 0.5
13568.60, 0.4
13606.47, 0.6
13643.01, 0.6
13677.20, 0.4
13715.43, 0.5
13927.10, 0.4
13967.00, 0.5
13973.77, 0.6
13989.73, 0.4
14118.81, 0.6
14195.76, 0.6
14422.00, 0.6
14471.73, 0.5
14633.21, 0.5
14692.25, 0.5
14694.90, 0.6
14827.21, 0.5
14922.29, 0.6
14991.20, 0.6
15031.67, 0.4
15177.89, 0.6
15285.49, 0.5
15367.47, 0.6
15411.45, 0.4
15423.03, 0.4
15537.26, 0.4
15541.35, 0.6
15605.49, 0.4
15670.41, 0.4
15779.26, 0.5
15852.97, 0.5
15884.95, 0.4
15891.49, 0.4
15911.41, 0.5
16029.04, 0.6
16337.20, 0.5
16408.03, 0.4
16474.81, 0.4
16566.19, 0.4
16624.10, 0.4
16659.96, 0.6
16884.34, 0.5
16921.04, 0.5
16947.01, 0.4
16954.42, 0.4
17087.16, 0.5
17099.74, 0.6
17107.36, 0.6
17162.62, 0.6
17163.70, 0.4
17271.67, 0.5
17297.23, 0.6
17396.13, 0.5
17404.35, 0.5
17434.08, 0.5
17474.86, 0.6
17504.21, 0.5
17522.22, 0.5
17601.23, 0.6
17674.81, 0.4
17678.07, 0.5
17759.04, 0.6
17826.65, 0.6
17920.17, 0.6
18089.12, 0.6
18114.10, 0.6
18337.63, 0.4
18531.51, 0.4
18566.24, 0.4
18592.71, 0.4
18754.49, 0.5
18758.41, 0.4
18778.58, 0.5
18980.60, 0.6
18996.70, 0.5
19022.73, 0.6
19025.60, 0.4
19027.07, 0.5
19392.16, 0.4
19406.14, 0.5
19410.93, 0.6
19534.24, 0.4
19574.39, 0.4
19702.01, 0.4
19880.49, 0.6
19940.38, 0.5
20048.64, 0.5
20191.40, 0.6
20219.60, 0.6
20262.68, 0.5
20279.46, 0.5
20376.50, 0.5
20555.52, 0.6
20670.55, 0.4
20717.86, 0.5
20721.19, 0.6
20737.04, 0.4
20766.72, 0.5
20789.21, 0.5
20836.13, 0.5
20854.07, 0.6
20943.39, 0.4
20968.91, 0.6
20970.87, 0.6
20992.87, 0.6
21007.90, 0.6
21165.24, 0.4
21299.74, 0.4
21304.09, 0.5
21335.11, 0.6
21767.44, 0.6
21902.39, 0.4
21915.70, 0.5
22375.40, 0.6
22466.62, 0.5
23306.44, 0.6
23579.55, 0.4
9236.25, 0.6
9482.06, 0.5
9550.16, 0.4
9828.38, 0.6
